Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,NORM_Abundance R1 127C Sample,NORM_Abundance R2 127C Sample,NORM_Abundance R3 127C Sample,NORM_Abundance R1 127N Sample,NORM_Abundance R2 127N Sample,NORM_Abundance R3 127N Sample,NORM_Abundance R1 128C Sample,NORM_Abundance R2 128C Sample,NORM_Abundance R3 128C Sample,NORM_Abundance R1 128N Sample,NORM_Abundance R2 128N Sample,NORM_Abundance R3 128N Sample,NORM_Abundance R1 129C Sample,NORM_Abundance R2 129C Sample,NORM_Abundance R3 129C Sample,NORM_Abundance R1 129N Sample,NORM_Abundance R2 129N Sample,NORM_Abundance R3 129N Sample,NORM_Abundance R1 130C Sample,NORM_Abundance R2 130C Sample,NORM_Abundance R3 130C Sample,NORM_Abundance R1 130N Sample,NORM_Abundance R2 130N Sample,NORM_Abundance R3 130N Sample,NORM_Abundance R1 126 control,NORM_Abundance R2 126 control,NORM_Abundance R3 126 control
XP_016871767.1,168.1,1002.3,495.2,164.2,929.3,435.1,98.2,641.0,225.7,166.0,968.7,420.8,187.4,1002.8,438.7,155.3,1153.7,459.9,153.8,853.2,330.6,272.3,1203.1,449.6,181.6,1090.2,430.5,137.61851851851853,302.17407407407404,817.4185185185185,167.3925925925926,425.9296296296295,779.0703703703704,185.4851851851852,407.3703703703703,891.6851851851853,166.09259259259258,410.7592592592592,782.0851851851852,185.4851851851852,377.28888888888883,904.2222222222225,156.1851851851852,436.17777777777775,922.5333333333334,267.5296296296296,547.7962962962963,1492.3814814814816,305.3740740740741,502.80370370370366,1213.7666666666662,159.26666666666665,804.6111111111111,461.17037037037045
NP_001268400.1,0.0,46.4,140.1,0.0,39.8,135.6,0.0,38.4,149.1,0.0,45.6,159.3,0.0,39.7,212.2,0.0,39.4,156.8,0.0,36.8,167.9,0.0,33.0,167.2,0.0,23.0,163.4,0.0,205.70370370370372,15.814814814814813,0.0,151.65185185185183,12.507407407407406,0.0,211.51481481481483,11.437037037037037,0.0,171.4851851851852,14.066666666666665,0.0,201.55555555555551,13.633333333333335,0.0,171.4851851851852,11.996296296296297,0.0,226.9592592592592,9.607407407407406,0.0,210.91851851851845,12.151851851851852,0.0,13.499999999999998,154.33703703703702
NP_061848.2,0.0,599.3,21.7,0.0,603.4,15.0,0.0,319.7,17.1,0.0,705.3,11.7,0.0,517.7,15.8,0.0,782.5,13.6,0.0,393.3,12.2,0.0,460.8,12.6,0.0,207.9,8.8,0.0,39.34814814814814,382.9666666666667,0.0,33.677777777777784,501.811111111111,0.0,32.537037037037045,430.60370370370373,0.0,31.674074074074067,556.0074074074074,0.0,32.12592592592593,399.7518518518519,0.0,34.044444444444444,607.9629629629629,0.0,31.36296296296296,247.3185185185185,0.0,33.237037037037034,442.37407407407403,0.0,467.937037037037,39.86296296296296
NP_001180286.1,2142.1,944.8,121.0,2191.0,953.9,134.8,1336.1,885.4,100.0,2290.3,911.4,116.3,2238.5,1152.7,133.2,2505.9,982.9,134.9,1719.3,871.8,96.1,1855.7,860.7,110.5,1314.3,909.7,85.0,2074.029629629629,147.2037037037037,1186.6481481481478,2166.9518518518516,150.6148148148148,802.3259259259262,2326.574074074074,140.42592592592592,1037.1962962962962,2187.67037037037,135.6777777777778,733.2814814814815,2122.103703703704,127.97777777777777,938.0666666666666,2472.6296296296296,152.34444444444446,768.2148148148148,1997.4333333333338,134.59629629629632,1234.1296296296296,2191.237037037037,148.14814814814812,850.0777777777777,2037.7925925925929,751.6037037037038,132.8592592592593
NP_002328.1,634.2,1757.4,3363.4,603.0,1654.4,3339.6,451.5,1182.0,1738.9,624.5,1667.3,3262.1,550.7,1562.5,2737.5,447.5,1441.9,2620.9,518.5,1329.6,2297.2,524.7,1523.0,2393.3,598.5,1429.3,2021.0,638.0333333333334,2136.32962962963,1613.4407407407411,572.9074074074074,2824.074074074075,1432.2333333333338,520.8851851851852,2331.8666666666663,1430.0703703703703,576.9074074074074,2777.9925925925927,1397.837037037037,607.9629629629629,2315.4481481481484,1459.9666666666667,421.1962962962963,2207.8999999999996,1154.2259259259258,878.4259259259258,2315.4481481481484,1982.837037037037,579.7851851851851,2432.855555555556,1556.5185185185185,575.9629629629629,1477.662962962963,2786.840740740741
NP_000509.1,0.0,116.0,284.7,0.0,182.7,673.0,0.0,54.7,164.7,0.0,81.8,227.6,0.0,76.5,234.8,0.0,53.8,160.1,0.0,79.7,232.4,0.0,51.3,149.5,0.0,145.0,252.6,0.0,223.59629629629632,33.677777777777784,0.0,632.6407407407407,125.81481481481484,0.0,223.59629629629632,33.237037037037034,0.0,240.10740740740744,42.407407407407405,0.0,268.8703703703704,51.1888888888889,0.0,175.40740740740742,15.814814814814813,0.0,339.71111111111117,161.4851851851852,0.0,191.8259259259259,22.262962962962963,0.0,65.92222222222222,272.5148148148148
NP_001034554.1,1600.2,1407.0,1523.1,1587.6,1351.0,1557.1,1009.5,935.7,1048.7,1646.1,1341.8,1502.2,1344.4,1206.4,1420.3,1415.9,1291.4,1194.6,1350.9,1129.3,1382.3,1233.6,960.5,1134.0,1133.4,909.3,1064.4,1546.2740740740742,1276.1518518518517,1267.3296296296296,1528.7925925925929,1324.325925925926,1158.0962962962963,1352.7481481481477,1206.625925925926,1085.8333333333333,1533.474074074074,1281.8444444444447,1102.3629629629627,1633.814814814815,1397.837037037037,1201.9851851851852,1386.4259259259259,1055.3148148148148,1034.9333333333334,1727.3777777777782,1263.2481481481484,1228.9703703703703,1467.462962962963,1196.137037037037,968.8444444444444,1462.2148148148146,1154.2259259259258,1271.5074074074075
NP_115984.3,144.4,99.7,199.8,136.9,104.1,191.8,111.0,79.0,106.3,123.1,86.4,155.7,144.9,101.9,147.0,131.0,181.8,197.2,115.9,74.4,104.2,101.8,85.5,105.0,90.3,58.3,81.6,155.04814814814813,152.34444444444446,62.54814814814816,140.42592592592592,203.10000000000002,61.729629629629635,147.74814814814812,151.08518518518517,52.73703703703703,126.19629629629627,170.32592592592593,45.64444444444444,140.42592592592592,137.04814814814813,44.37777777777778,131.9333333333333,215.02592592592592,117.82962962962962,139.12222222222226,129.5296296296296,45.64444444444444,123.14074074074078,144.4740740740741,54.98888888888888,138.1111111111111,49.94814814814816,202.45185185185184
NP_001139699.1,5546.4,9559.7,10923.2,4568.9,7697.4,8531.5,2241.5,3355.4,4608.9,5374.7,9045.0,10085.1,3794.7,6246.4,8060.4,4581.7,7432.7,8564.9,3146.0,5399.2,6803.5,2967.5,5068.2,5980.5,2135.5,3589.4,5186.8,3615.944444444444,5666.77037037037,4661.214814814815,4620.470370370371,6980.599999999999,6303.6407407407405,4147.033333333333,6577.1407407407405,5541.785185185186,5295.281481481481,8555.07037037037,6980.599999999999,3977.5444444444447,6530.925925925927,5701.940740740742,4630.633333333333,6814.37037037037,5813.574074074075,3407.1,5778.377777777779,4953.385185185186,3784.5629629629625,5833.9518518518535,5075.533333333332,5496.5148148148155,7282.418518518521,8981.303703703705
NP_003130.2,0.0,326.9,2770.6,0.0,329.2,2664.1,0.0,245.7,2337.6,0.0,333.3,2834.1,0.0,373.5,3341.3,0.0,416.6,3386.5,0.0,293.7,2822.9,0.0,298.6,2618.9,0.0,269.4,2418.0,0.0,2873.7888888888883,280.1370370370371,0.0,2272.959259259259,249.41481481481478,0.0,2847.192592592592,294.6740740740741,0.0,2410.274074074074,238.51111111111112,0.0,2758.0851851851858,284.2851851851851,0.0,2837.474074074074,303.47407407407405,0.0,2824.074074074075,346.2259259259259,0.0,2688.225925925926,265.4777777777778,0.0,231.20370370370367,2326.574074074074
NP_004413.1,88.9,220.3,0.0,73.1,209.4,0.0,67.8,132.1,0.0,81.8,244.7,0.0,86.3,199.2,0.0,80.4,247.6,0.0,74.8,174.7,0.0,66.1,195.7,0.0,56.2,123.0,0.0,99.23333333333332,0.0,129.5296296296296,79.8777777777778,0.0,147.74814814814812,90.72222222222224,0.0,136.2111111111111,88.03333333333336,0.0,164.38148148148142,96.39629629629628,0.0,151.08518518518517,88.03333333333336,0.0,167.9888888888889,89.37777777777777,0.0,129.5296296296296,85.88888888888889,0.0,162.15925925925924,89.91851851851851,148.7296296296296,0.0
NP_001341605.1,46.9,18.9,278.3,49.0,14.5,279.6,48.0,12.4,246.8,50.6,16.5,282.1,62.6,19.0,360.2,53.2,17.3,357.6,45.8,16.0,263.0,52.8,16.0,266.7,53.2,12.9,232.9,74.2851851851852,333.2222222222222,5.122222222222223,60.24074074074074,279.437037037037,4.5888888888888895,69.11851851851853,338.83703703703696,5.607407407407408,60.24074074074074,281.4111111111111,5.011111111111112,63.0148148148148,301.0222222222222,5.7370370370370365,62.54814814814816,357.5518518518519,5.374074074074074,85.88888888888889,313.54074074074066,5.374074074074074,70.12962962962963,318.6518518518519,5.840740740740743,54.63703703703703,5.122222222222223,262.57037037037037
NP_071896.8,2711.5,540.5,2141.3,2385.0,519.6,2400.0,1646.7,432.9,1589.9,2746.0,585.0,2599.8,2465.3,608.5,2238.2,2400.1,667.4,2782.3,1957.1,514.4,2072.7,2040.2,550.1,2260.6,1651.4,469.6,1851.9,2547.6962962962957,1954.0185185185182,544.4518518518519,2384.1740740740743,2032.6185185185184,417.762962962963,2572.3111111111107,1930.6888888888882,522.1296296296297,2677.4333333333334,2204.7,462.8370370370371,2425.003703703704,2074.029629629629,536.7592592592594,2398.9111111111106,2315.4481481481484,512.8703703703704,2591.962962962963,2122.103703703704,603.7666666666665,2421.6,2299.54074074074,530.0851851851852,2644.1185185185186,406.45925925925934,1785.048148148148
NP_976225.1,2246.1,1092.1,2567.7,2341.3,1043.1,2517.3,1404.0,870.7,1510.7,2301.9,1079.9,2454.3,1891.8,1129.5,2155.6,1898.1,955.2,2373.5,1737.1,1064.8,1865.4,1800.1,911.9,1800.1,1615.8,1047.9,1535.5,2153.4888888888886,1866.2037037037037,1165.8037037037036,2351.107407407407,2147.466666666667,872.6111111111112,1956.8259259259255,1833.9518518518516,1009.0592592592592,2197.0777777777785,2076.7592592592587,868.7925925925925,2153.4888888888886,1850.0962962962963,1129.874074074074,1822.2814814814813,2021.4296296296295,742.2370370370371,2519.744444444445,1785.048148148148,1417.0740740740741,2125.9888888888886,1836.7111111111112,916.3037037037038,2140.785185185185,893.4444444444445,2159.5037037037036
NP_001073884.1,1947.0,3575.9,2771.7,1845.8,3571.2,2993.3,1149.0,2584.1,2226.6,1966.4,3678.7,2918.9,1965.0,3779.8,3119.2,2009.6,4314.0,3451.7,1358.3,2897.1,2603.2,1268.9,2726.0,2256.4,881.7,2551.1,2367.1,1799.122222222222,2745.6888888888884,3492.4148148148147,1815.9037037037037,2568.7259259259263,2946.003703703703,2014.2148148148144,2658.5444444444447,3365.440740740741,1863.0925925925926,2506.3037037037043,2907.6,1646.9000000000003,2586.703703703704,3044.881481481481,1954.0185185185182,2914.6000000000004,3372.9666666666676,1334.4370370370375,2745.6888888888884,3554.344444444446,1511.2296296296295,2292.4777777777776,2721.6666666666665,1836.7111111111112,2811.529629629629,2328.844444444445
NP_002970.2,831.6,717.7,6584.6,772.2,791.6,5775.8,553.5,626.3,2276.4,779.3,724.2,6899.6,737.9,884.5,4113.0,586.9,815.3,4111.7,781.7,883.2,4276.0,804.3,946.3,4983.7,702.7,1046.7,2549.5,797.7851851851852,2786.840740740741,801.1592592592592,742.2370370370371,4863.7,652.1444444444444,700.7851851851851,3492.4148148148147,759.6148148148146,705.4333333333334,5573.3592592592595,570.0074074074074,908.2333333333335,4241.214814814815,950.2666666666664,550.7037037037038,3454.744444444445,630.2444444444444,1030.0777777777778,2952.2259259259263,1410.877777777778,900.9444444444445,4966.622222222221,959.1222222222224,773.3407407407408,565.4592592592594,5351.625925925926
NP_008974.5,0.0,1277.0,3104.2,0.0,1248.3,2974.7,0.0,753.9,2014.7,0.0,1273.7,2936.4,0.0,1027.6,2825.1,0.0,1429.0,2789.9,0.0,841.2,2254.1,0.0,929.4,2186.4,0.0,604.5,1784.3,0.0,2534.637037037037,991.2851851851854,0.0,2534.637037037037,1060.5444444444447,0.0,2417.2740740740737,916.3037037037038,0.0,2519.744444444445,1037.1962962962962,0.0,2254.3666666666663,891.6851851851853,0.0,2328.844444444445,1134.2111111111112,0.0,2037.7925925925929,787.8777777777775,0.0,2219.333333333333,936.5148148148147,0.0,1028.5148148148148,2628.181481481481
NP_000353.1,1046.0,1385.0,2112.7,1039.2,1369.6,2031.1,733.5,1006.0,1448.6,1095.6,1451.4,2143.0,1081.7,1344.2,2248.5,2345.1,2603.2,3037.6,1531.0,1617.4,2513.3,2551.7,2349.2,3051.3,832.2,1076.1,1532.5,1065.674074074074,1785.048148148148,1393.1296296296296,994.4259259259258,1729.6666666666667,1178.5296296296297,1061.9074074074072,1944.0407407407406,1222.7407407407406,1017.5444444444444,1825.1592592592585,1213.7666666666662,1872.262962962963,2506.3037037037043,1776.2185185185183,2312.392592592593,2547.6962962962957,2115.2148148148153,1249.8037037037038,1772.7259259259256,1471.5000000000002,3133.814814814815,3089.903703703703,2370.5333333333333,966.0888888888888,1134.2111111111112,1766.7851851851854
XP_005246794.1,2333.0,1326.2,1607.5,2278.9,1271.0,1680.3,1497.6,1023.3,1141.4,2313.9,1201.8,1549.0,2144.9,1390.6,1634.2,2760.6,1610.8,1896.8,1763.6,1136.5,1179.2,1940.1,1176.8,1234.0,1607.0,1161.7,1155.7,2312.392592592593,1402.1370370370369,1424.9814814814818,2275.9111111111106,1393.1296296296296,1087.3222222222223,2219.333333333333,1379.3222222222223,1263.2481481481484,2231.1703703703706,1322.2666666666667,981.4888888888888,2193.918518518518,1190.5333333333333,1215.3074074074073,2751.755555555556,1617.925925925926,1318.2148148148149,2497.9740740740735,1388.7925925925929,1598.7555555555552,2303.8888888888887,1281.8444444444447,1184.837037037037,2243.3629629629627,1073.7148148148149,1322.2666666666667
NP_689520.2,63.0,76.9,22.8,61.7,80.4,20.1,55.2,67.6,26.6,53.8,67.6,20.9,66.9,118.9,32.4,63.3,188.3,24.0,45.9,66.8,32.2,46.6,76.3,18.8,36.0,53.4,18.0,80.42962962962964,53.44074074074074,43.86666666666667,69.59629629629629,40.529629629629625,40.148148148148145,73.83333333333333,47.77407407407407,69.59629629629629,63.85925925925927,40.974074074074075,30.496296296296297,63.41111111111112,54.24444444444444,38.940740740740736,73.83333333333333,45.64444444444444,119.9148148148148,61.729629629629635,44.37777777777778,39.86296296296296,66.38888888888889,43.86666666666667,45.64444444444444,69.59629629629629,35.455555555555556,40.529629629629625
NP_001350687.1,819.9,209.2,2296.7,519.5,208.7,2243.4,223.9,155.0,1658.0,733.1,214.8,2199.0,450.6,220.0,2413.5,327.7,208.4,1882.1,386.6,187.1,1919.7,448.5,226.0,2045.1,244.3,133.0,1957.5,314.23703703703694,2064.9407407407402,160.8925925925926,488.90370370370374,1893.3592592592593,147.2037037037037,435.01851851851853,2056.048148148148,155.04814814814813,663.3222222222221,1863.0925925925926,144.06296296296298,453.6777777777778,1905.8333333333337,162.67777777777775,316.46296296296305,1607.9296296296297,136.67777777777775,362.3777777777777,2243.3629629629627,139.78888888888886,500.47037037037046,2080.425925925926,190.8111111111111,759.6148148148146,141.15185185185183,1896.407407407407
NP_001349807.1,0.0,602.3,989.0,0.0,598.0,953.9,0.0,432.1,737.8,0.0,657.9,965.1,0.0,606.7,983.3,0.0,786.8,913.2,0.0,512.2,920.8,0.0,562.6,981.2,0.0,450.3,907.3,0.0,916.3037037037038,541.9037037037037,0.0,878.4259259259258,498.2888888888888,0.0,862.3074074074073,516.8555555555555,0.0,872.6111111111112,518.1851851851851,0.0,966.0888888888888,530.9296296296296,0.0,843.9703703703702,610.9888888888888,0.0,1087.3222222222223,580.9777777777779,0.0,1050.4962962962964,539.9666666666666,0.0,472.2444444444444,871.1148148148146
NP_000143.2,497.9,1536.0,25.0,542.1,1535.1,19.7,304.5,827.7,16.9,582.6,1650.0,16.7,467.0,1238.1,18.1,389.1,1073.0,6.9,409.3,1120.1,15.4,491.3,1415.7,14.1,347.9,1024.5,11.5,428.22222222222223,38.5962962962963,1105.7,506.5037037037037,40.148148148148145,1324.325925925926,449.75555555555553,34.68148148148149,1120.0296296296297,528.8555555555556,35.455555555555556,1369.2333333333333,475.1925925925926,35.13333333333333,1190.5333333333333,373.08518518518514,27.99629629629629,846.9592592592593,515.8851851851852,35.94814814814815,1386.4259259259259,546.7296296296297,37.61851851851852,1447.422222222222,439.6629629629629,1271.5074074074075,42.84444444444444
NP_001339425.1,1346.0,2301.3,0.0,1389.2,2256.7,0.0,919.5,1460.8,0.0,1527.6,2557.6,0.0,1319.8,2169.5,0.0,2154.2,3753.4,0.0,1474.4,2380.9,0.0,1275.8,1978.4,0.0,716.0,926.1,0.0,1374.759259259259,0.0,1966.722222222222,1334.4370370370375,0.0,1915.7037037037032,1332.5888888888887,0.0,1956.8259259259255,1420.0851851851853,0.0,2071.0962962962967,1801.840740740741,0.0,2530.1703703703706,2083.3481481481485,0.0,2996.503703703703,1065.674074074074,0.0,1260.9518518518516,1515.148148148148,0.0,1997.4333333333338,1251.8407407407406,1856.4407407407407,0.0
NP_001305092.1,145.3,281.5,604.4,116.9,269.8,620.7,139.7,226.8,508.1,150.0,279.3,597.7,206.4,306.2,709.1,177.7,247.5,692.2,122.3,221.0,548.7,127.8,233.1,536.7,114.8,197.1,478.2,202.45185185185184,660.0259259259258,251.9518518518518,124.70370370370368,590.2148148148148,195.06666666666666,205.0185185185185,656.1555555555557,228.10740740740744,150.6148148148148,568.1185185185185,198.4296296296297,150.6148148148148,603.7666666666665,199.56296296296307,182.96666666666667,642.0962962962964,167.3925925925926,175.40740740740742,609.7518518518518,231.82962962962964,154.33703703703702,580.9777777777779,203.10000000000002,139.78888888888886,194.3703703703704,558.6481481481482
NP_005709.1,938.0,1354.3,42.3,842.9,1236.8,39.8,788.0,1084.2,37.8,829.5,1182.3,41.4,1025.4,1421.1,41.9,884.8,1281.0,43.3,1006.6,1436.4,38.0,849.8,1205.0,33.8,960.2,1378.4,32.5,1156.2777777777778,66.68148148148147,1490.3592592592595,817.4185185185185,58.5,1044.3777777777777,978.6037037037038,57.96666666666666,1302.5,766.7111111111111,59.88148148148147,957.8185185185188,1182.7444444444445,62.1,1571.0592592592593,816.025925925926,64.13703703703703,1024.3333333333333,1447.422222222222,61.06666666666667,1905.8333333333337,959.1222222222224,57.96666666666666,1220.4185185185186,871.1148148148146,1096.7444444444443,57.5925925925926
NP_055318.2,482.7,0.0,155.4,486.3,0.0,156.4,564.3,0.0,144.0,493.2,0.0,163.8,856.8,0.0,228.6,678.6,0.0,178.6,500.2,0.0,162.8,514.6,0.0,141.9,530.3,0.0,148.2,816.025925925926,198.4296296296297,0.0,458.5814814814816,172.63703703703706,0.0,817.4185185185185,218.00000000000003,0.0,457.6185185185185,176.08148148148146,0.0,582.9037037037037,197.37407407407412,0.0,629.3814814814815,198.4296296296297,0.0,773.3407407407408,206.55555555555554,0.0,567.2740740740741,183.3740740740741,0.0,430.60370370370373,0.0,166.8037037037037
NP_061832.2,1721.9,2369.7,764.8,1610.7,2303.0,721.4,1114.0,1537.2,363.7,1635.4,2342.8,702.1,1769.6,2319.5,603.7,1785.7,2594.5,670.6,1210.4,1732.9,460.6,1203.1,1892.8,550.4,1161.3,1688.2,319.4,1727.3777777777782,475.1925925925926,2049.237037037037,1546.2740740740742,679.2037037037038,1936.9555555555562,1836.7111111111112,545.3555555555556,2064.9407407407402,1520.625925925926,661.0592592592594,1889.7518518518516,1464.7296296296297,505.488888888889,1889.7518518518516,1727.3777777777782,625.8,2108.8555555555554,1760.8814814814814,418.47037037037035,2331.8666666666663,1417.0740740740741,596.6592592592593,1933.5111111111112,1588.2222222222222,1899.9777777777776,696.2185185185185
NP_006236.1,750.4,320.3,1014.8,697.3,305.3,1065.3,605.4,240.6,757.4,692.0,280.4,1056.2,792.0,326.4,1071.0,728.6,234.6,968.3,582.4,264.8,799.8,611.0,228.2,854.4,579.0,196.1,704.0,860.662962962963,942.2407407407409,268.8703703703704,653.9925925925926,976.7518518518518,230.65925925925927,752.851851851852,925.422222222222,252.4777777777778,629.3814814814815,957.8185185185188,199.56296296296307,681.8703703703703,842.4111111111112,247.3185185185185,666.3296296296295,890.5,153.3481481481481,850.0777777777777,879.8296296296295,229.5333333333334,675.5,911.666666666667,192.47777777777773,681.8703703703703,226.9592592592592,894.9296296296294
NP_062538.5,1738.0,1025.2,97.3,1765.2,921.8,98.1,923.1,426.6,78.6,1722.9,1029.4,81.7,1438.6,716.3,103.8,1904.9,849.8,80.6,1222.2,535.2,76.6,1276.0,580.6,51.4,825.3,284.6,65.3,1381.7814814814815,117.13703703703702,536.7592592592594,1736.8148148148146,113.76296296296297,768.2148148148148,1459.9666666666667,111.2777777777778,616.8444444444445,1602.948148148148,100.28148148148149,832.1333333333333,1475.8148148148148,101.75555555555553,565.4592592592594,1828.0814814814814,104.28518518518516,665.2629629629629,1234.1296296296296,103.62592592592593,373.08518518518514,1517.6074074074074,79.8777777777778,553.3222222222223,1602.948148148148,828.9,107.39259259259259
